10.2826654851116 1 1 1 -1 1 -1 1 1 1 1 -1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 10.2826654851116 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 10.2826654851116 -1 -1 -1 1 -1 1 1 -1 -1 -1 -1 -1 -1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 -1 10.2826654851116 -1 1 1 1 -1 1 -1 -1 1 -1 1 -1 1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 1 -1 -1 10.2826654851116 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 -1 1 -1 10.2826654851116 1 -1 1 1 -1 1 -1 1 -1 1 -1 -1 -1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 1 1 1 -1 1 10.2826654851116 1 -1 -1 -1 1 1 -1 1 -1 -1 -1 -1 1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 -1 1 1 -1 1 10.2826654851116 1 1 -1 1 1 -1 1 1 -1 -1 1 1 1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 -1 1 -1 -1 1 -1 1 10.2826654851116 1 1 1 -1 1 -1 -1 -1 -1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 -1 1 -1 1 1 10.2826654851116 -1 -1 1 1 1 1 1 -1 -1 -1 1 1 -1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 -1 -1 -1 -1 -1 -1 1 -1 10.2826654851116 -1 -1 1 1 1 1 -1 -1 1 -1 -1 -1 -1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 1 -1 -1 -1 1 1 1 1 -1 -1 10.2826654851116 1 1 -1 1 1 -1 -1 1 1 1 1 1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 1 -1 -1 1 1 -1 1 -1 1 10.2826654851116 1 -1 -1 -1 1 1 -1 1 1 1 1 -1 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 -1 1 -1 -1 1 1 1 1 1 10.2826654851116 -1 -1 1 1 -1 -1 1 1 -1 -1 1 -1 -1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 1 -1 1 -1 -1 1 1 -1 1 1 -1 -1 -1 10.2826654851116 -1 1 -1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 -1 -1 1 1 -1 1 -1 1 1 1 -1 -1 -1 10.2826654851116 1 -1 -1 1 -1 1 1 -1 -1 1 1 1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 1 1 1 -1 -1 -1 -1 1 1 1 -1 1 1 1 10.2826654851116 1 1 -1 -1 1 1 1 1 -1 -1 1 -1 -1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 1 1 -1 -1 1 10.2826654851116 -1 -1 1 1 -1 -1 1 1 -1 -1 1 1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 1 1 -1 -1 1 1 -1 -1 -1 1 -1 -1 -1 1 -1 10.2826654851116 1 1 -1 1 -1 -1 1 1 -1 1 -1 1 -1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 -1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 -1 1 10.2826654851116 -1 1 -1 -1 -1 -1 1 1 -1 -1 -1 -1 1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1 -1 1 1 1 -1 1 1 1 1 -1 -1 1 1 -1 10.2826654851116 1 1 -1 1 1 -1 1 -1 1 -1 -1 1 -1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 1 -1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 10.2826654851116 1 1 -1 1 1 -1 -1 -1 1 1 -1 1 -1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 -1 1 -1 -1 1 1 -1 1 1 1 -1 1 -1 1 1 10.2826654851116 -1 -1 1 1 -1 -1 -1 -1 1 -1 1 -1 1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0
